ID,Type,SKU,Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Pozition
101016,simple,,Hammered Sequin Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. White. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. Rose. or if you want to order as Yellow Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,44.22,46.35,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/dovmeli-pullu-kolye-2499-20-O.jpg,,,,,,,,,0
101017,simple,,Black Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color: Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order the product as a white or yellow color Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,44.22,46.35,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/siyah-tasli-kolye-2498-20-O.jpg,,,,,,,,,0
101018,simple,,Tipped Drilling Agate Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve to as Indicate Yellow Color Product Notes Section.,,,taxable,,1,,,0,0,,,,,1,,62.06,66.18,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/akik-uclu-burgu-kolye-2497-20-O.jpg,,,,,,,,,0
101019,simple,,Multiple triangulation Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve to as Indicate Yellow Color Product Notes Section.,,,taxable,,1,,,0,0,,,,,1,,49.71,52.45,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/coklu-ucgenli-kolye-2496-20-O.jpg,,,,,,,,,0
101020,simple,,Color baguette Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve to as Indicate Yellow Color Product Notes Section.,,,taxable,,1,,,0,0,,,,,1,,54.51,57.79,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/renkli-baget-tasli-kolye-2495-20-O.jpg,,,,,,,,,0
101021,simple,,Rose Tattoo Sequin Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve to as Indicate Yellow Color Product Notes Section.,,,taxable,,1,,,0,0,,,,,1,,44.22,46.35,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/dovmeli-pullu-rose-kolye-2494-20-O.jpg,,,,,,,,,0
101022,simple,,White baguette Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve to as Indicate Yellow Color Product Notes Section.,,,taxable,,1,,,0,0,,,,,1,,52.45,55.5,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/beyaz-baget-tasli-kolye-2492-19-O.jpg,,,,,,,,,0
101023,simple,,Mystic Topaz Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve to as Indicate Yellow Color Product Notes Section.,,,taxable,,1,,,0,0,,,,,1,,55.2,58.55,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/mistik-topaz-tasli-kolye-2491-19-O.jpg,,,,,,,,,0
101024,simple,,Evil Eye Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Yellow. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : White or. If you want to order as Rose Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,35.98,37.2,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/nazar-boncuklu-kolye-2488-19-O.jpg,,,,,,,,,0
101025,simple,,Swallow Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color: Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order the product as a white or yellow color Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,44.22,46.35,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/kirlangic-kolye-2485-19-O.jpg,,,,,,,,,0
101026,simple,,40 Cm Italian Mesh Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Yellow. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : White or. If you want to order as Rose Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,36.94,38.26,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/40-cm-italyan-hasiri-kolye-2484-19-O.jpg,,,,,,,,,0
101027,simple,,White Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve to as Indicate Yellow Color Product Notes Section.,,,taxable,,1,,,0,0,,,,,1,,44.22,46.35,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/beyaz-tasli-kolye-2482-19-O.jpg,,,,,,,,,0
101028,simple,,Gemstone Necklaces,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve to as Indicate Yellow Color Product Notes Section.,,,taxable,,1,,,0,0,,,,,1,,44.22,46.35,"All products, All products > Accessories, All products > Accessories > Necklaces",,,"https://www.mineralistgumus.com/renkli-tasli-kolye-2480-19-O.jpg, https://www.mineralistgumus.com/renkli-tasli-kolye-2481-19-O.jpg",,,,,,,,,0
101029,simple,,Nazar Tipped Yellow Thick Chain Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Yellow. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. Rose. or. White r. If you want to order the product as enka Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,73.04,78.38,"All products, All products > Accessories, All products > Accessories > Necklaces",,,"https://www.mineralistgumus.com/nazar-uclu-sari-kalin-zincir-kolye-2456-19-O.jpg, https://www.mineralistgumus.com/nazar-uclu-sari-kalin-zincir-kolye-2457-19-O.jpg",,,,,,,,,0
101030,simple,,Nazar Ended Thick Chain Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve to as Indicate Yellow Color Product Notes Section.,,,taxable,,1,,,0,0,,,,,1,,73.04,78.38,"All products, All products > Accessories, All products > Accessories > Necklaces",,,"https://www.mineralistgumus.com/nazar-uclu-kalin-zincir-kolye-2454-19-O.jpg, https://www.mineralistgumus.com/nazar-uclu-kalin-zincir-kolye-2455-19-O.jpg",,,,,,,,,0
101031,simple,,Twirl Chained Heart Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Yellow. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve Rose Color Product Notes as Part of Your Symptoms.,,,taxable,,1,,,0,0,,,,,1,,52.45,55.5,"All products, All products > Accessories, All products > Accessories > Necklaces",,,"https://www.mineralistgumus.com/burgu-zincirli-kalp-kolye-2417-19-O.jpg, https://www.mineralistgumus.com/burgu-zincirli-kalp-kolye-2418-19-O.jpg",,,,,,,,,0
101032,simple,,Mid Stone Rose Mesh Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve to as Indicate Yellow Color Product Notes Section.,,,taxable,,1,,,0,0,,,,,1,,52.45,55.5,"All products, All products > Accessories, All products > Accessories > Necklaces",,,"https://www.mineralistgumus.com/rose-ortasi-tasli-hasir-kolye-2413-19-O.jpg, https://www.mineralistgumus.com/rose-ortasi-tasli-hasir-kolye-2414-19-O.jpg",,,,,,,,,0
101033,simple,,Mid-Stone Mesh Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color :. Yellow. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve Rose Color Product Notes as Part of Your Symptoms.,,,taxable,,1,,,0,0,,,,,1,,52.45,55.5,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/ortasi-tasli-hasir-kolye-2412-19-O.jpg,,,,,,,,,0
101034,simple,,Huge Sequin Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color. . Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order as Yellow or White color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,40.52,42.24,"All products, All products > Accessories, All products > Accessories > Necklaces",,,"https://www.mineralistgumus.com/iri-pullu-kolye-2367-19-O.jpg, https://www.mineralistgumus.com/iri-pullu-kolye-2368-19-O.jpg",,,,,,,,,0
101035,simple,,cactus Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color. . Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order as Yellow or White color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,36.67,37.96,"All products, All products > Accessories, All products > Accessories > Necklaces",,,"https://www.mineralistgumus.com/kaktus-kolye-2363-19-O.jpg, https://www.mineralistgumus.com/kaktus-kolye-2364-19-O.jpg",,,,,,,,,0
101036,simple,,Barley Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color. . :. Yellow. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. Rose. White Color If you want to give orders or Product Notes as Part of Your Symptoms.,,,taxable,,1,,,0,0,,,,,1,,38.73,40.25,"All products, All products > Accessories, All products > Accessories > Necklaces",,,"https://www.mineralistgumus.com/arpas-kolye-2360-19-O.jpg, https://www.mineralistgumus.com/arpas-kolye-2361-19-O.jpg",,,,,,,,,0
101037,simple,,Round Evil Eye Necklace,1,0,visible,,Material: Silver. On image Product Color: Rose. Special Note: Product Related to the Structure of the Special Section and Information Request product need to manually note. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color: Yellow or White color as you want to order your product Note Symptoms Section.,,,taxable,,1,,,0,0,,,,,1,,45.59,47.88,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/yuvarlak-nazar-kolye-2114-17-O.jpg,,,,,,,,,0
101038,simple,,Monogram necklace,1,0,visible,,Material: Silver. On image Product Color: Yellow. Special Note: Product Related to the Structure of the Special Section and Information Request product need to manually note. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color: Rose or white colors as you want to give your orders Product Notes Symptoms Section.,,,taxable,,1,,,0,0,,,,,1,,41.47,43.3,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/tugrali-kolye-2113-17-O.jpg,,,,,,,,,0
101039,simple,,Binary Navy Necklace,1,0,visible,,Material: Silver. On image Product Color: White. Special Note: Product Related to the Structure of the Special Section and Information Request product need to manually note. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color: Yellow or if you want to order as Rose Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,44.22,46.35,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/ikili-lacivert-tasli-kolye-2107-17-O.jpg,,,,,,,,,0
101040,simple,,Gemstone Necklaces Round,1,0,visible,,Material: Silver. On image Product Color: Rose. Special Note: Product Related to the Structure of the Special Section and Information Request product need to manually note. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color: Yellow or White color as you want to order your product Note Symptoms Section.,,,taxable,,1,,,0,0,,,,,1,,38.73,40.25,"All products, All products > Accessories, All products > Accessories > Necklaces",,,"https://www.mineralistgumus.com/renkli-tasli-yuvarlak-kolye-2094-17-O.jpg, https://www.mineralistgumus.com/renkli-tasli-yuvarlak-kolye-2095-17-O.jpg",,,,,,,,,0
101041,simple,,Nazar Pattern Butterfly Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color: Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order as Yellow or White color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,38.73,40.25,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/nazar-desenli-kelebek-kolye-2055-17-O.jpg,,,,,,,,,0
101042,simple,,White Stone Wing Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color: White. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order or as Yellow Rose Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,37.35,38.73,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/beyaz-tasli-kanat-kolye-1741-2054-17-O.jpg,,,,,,,,,0
101043,simple,,Offered Angel Wing Pendant,1,0,visible,,Materiel. . : Silver. On image Product Color: Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order as Yellow or White color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,37.35,38.73,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/acilan-melek-kanadi-2053-17-O.jpg,,,,,,,,,0
101044,simple,,Ciliated Eye Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color: Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficiencies in the order you created in Case registered. You will be contacted at the phone number. Color. . : If you want to order as Yellow or White color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,40.1,41.78,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/kirpikli-goz-kolye-2007-17-O.jpg,,,,,,,,,0
101045,simple,,Multi Star Necklace,1,0,visible,,Materiel. . : Silver. On image Product Color: Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficiencies in the order you created in Case registered. You will be contacted at the phone number. Color. . : If you want to order as Yellow or White color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,37.35,38.73,"All products, All products > Accessories, All products > Accessories > Necklaces",,,"https://www.mineralistgumus.com/coklu-yildizli-kolye-2002-17-O.jpg, https://www.mineralistgumus.com/coklu-yildizli-kolye-2003-17-O.jpg",,,,,,,,,0
101046,simple,,Hand Job Letter Necklace,1,0,visible,,Material: Silver. On image Product Color: Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order as Yellow or White color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,35.98,37.2,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/el-isi-harf-kolye-1940-16-O.jpg,,,,,,,,,0
101047,simple,,Oversized Evil Eye Necklace,1,0,visible,,Product Details :. Material: Silver. On image Product Color: Rose. Special Note: Product Related to the Structure of the Special Section and Information Request product need to manually note. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color: Yellow or White color as you want to order your product Note Symptoms Section.,,,taxable,,1,,,0,0,,,,,1,,53.83,57.03,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/buyuk-boy-nazar-kolye-1643-1922-16-O.jpg,,,,,,,,,0
101048,simple,,Medium Charm Necklace,1,0,visible,,Product Details :. Material: Silver. On image Product Color: Rose. Special Note: Product Related to the Structure of the Special Section and Information Request product need to manually note. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color: Yellow or White color as you want to order your product Note Symptoms Section.,,,taxable,,1,,,0,0,,,,,1,,48.34,50.93,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/orta-boy-nazarlik-kolye-1920-16-O.jpg,,,,,,,,,0
101049,simple,,Kare Entourage Kolya Ucu,1,0,visible,,Product Details :. Material: Silver. On image Product Color: beyazz. Special Note: Product Related to the Structure of the Special Section and Information Request product need to manually note. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color: Yellow or if you want to order as Rose Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,33.24,34.15,"All products, All products > Accessories, All products > Accessories > Necklaces",,,https://www.mineralistgumus.com/kare-anturaj-kolye-ucu-1919-16-O.jpg,,,,,,,,,0
