ID,Type,SKU,Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Pozition
100032,simple,,Color: Huge Star Earrings,1,0,visible,,Materiel. . : Silver. On image Product Color :. White. Double As has Pricing. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order or as Yellow Rose Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,72.75,78.05,"All products, All products > Accessories, All products > Accessories > Earrings",,,"https://www.mineralistgumus.com/renkli-iri-yildiz-kupe-2608-20-O.jpg, https://www.mineralistgumus.com/renkli-iri-yildiz-kupe-2609-20-O.jpg",,,,,,,,,0
100033,simple,,Drip suyeþil Earrings,1,0,visible,,Materiel. . : Silver. On image Product Color :. White. Double As has Pricing. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order or as Yellow Rose Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,64.39,68.77,"All products, All products > Accessories, All products > Accessories > Earrings",,,https://www.mineralistgumus.com/damlali-turkuaz-abiye-kupe-2589-20-O.jpg,,,,,,,,,0
100034,simple,,And Starfish earrings with pearl oysters,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Pearl Earrings And Stars Combi is. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : White or. If you want to order the product as a yellow color Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,38.73,40.25,"All products, All products > Accessories, All products > Accessories > Earrings",,,"https://www.mineralistgumus.com/incili-istiridye-ve-deniz-yildizi-kupe-2584-20-O.jpg, https://www.mineralistgumus.com/incili-istiridye-ve-deniz-yildizi-kupe-2585-20-O.jpg",,,,,,,,,0
100035,simple,,Dinosaurs Yellow Earrings,1,0,visible,,Materiel. . : Silver. On image Product Color: Yellow. A DÝNAZOR comprises a RING. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order as Rose White or Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,44.22,46.35,"All products, All products > Accessories, All products > Accessories > Earrings",,,"https://www.mineralistgumus.com/sari-dinazor-kupe-2048-2580-20-O.jpg, https://www.mineralistgumus.com/sari-dinazor-kupe-2048-2581-20-O.jpg",,,,,,,,,0
100036,simple,,Gospel Shell Earrings,1,0,visible,,Materiel. . : Silver. On image Product Color:. Rose. Double As has Pricing. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : White or. Yellow. If you want to order as Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,36.67,37.96,"All products, All products > Accessories, All products > Accessories > Earrings",,,https://www.mineralistgumus.com/incili-deniz-kabugu-kupe-2565-20-O.jpg,,,,,,,,,0
100037,simple,,Ring Earrings 6 cm,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Double As has Pricing. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. Beyazve Yellow. If you want to order as Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,45.59,47.88,"All products, All products > Accessories, All products > Accessories > Earrings",,,https://www.mineralistgumus.com/halka-kupe-6-cm-2511-20-O.jpg,,,,,,,,,0
100038,simple,,Shaking Chain Earrings,1,0,visible,,Materiel. . : Silver. On image Product Color :. White. Double As has Pricing. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. Yellow. If you want to give your order as color or Rose Signs Product Note Department.,,,taxable,,1,,,0,0,,,,,1,,42.84,44.83,"All products, All products > Accessories, All products > Accessories > Earrings",,,https://www.mineralistgumus.com/zincir-sallantili-kupe-2489-19-O.jpg,,,,,,,,,0
100039,simple,,Pineapple Studded Earrings,1,0,visible,,Materiel. . : Silver. On image Product Color :. Rose. Double As has Pricing. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . :. If you want to order Beyazve to as Indicate Yellow Color Product Notes Section.,,,taxable,,1,,,0,0,,,,,1,,33.24,34.15,"All products, All products > Accessories, All products > Accessories > Earrings",,,"https://www.mineralistgumus.com/civili-ananas-kupe-2468-19-O.jpg, https://www.mineralistgumus.com/civili-ananas-kupe-2469-19-O.jpg",,,,,,,,,0
100040,simple,,Medium Stone Circle Earrings,1,0,visible,,Materiel. . : Silver. On image Product Color. . :. White. Double As has Pricing. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : Yellow or. If you want to order as Rose Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,35.29,36.44,"All products, All products > Accessories, All products > Accessories > Earrings",,,"https://www.mineralistgumus.com/orta-boy-tasli-halka-kupe-2404-19-O.jpg, https://www.mineralistgumus.com/orta-boy-tasli-halka-kupe-2405-19-O.jpg",,,,,,,,,0
100041,simple,,Oversized earrings Stone Ring,1,0,visible,,Materiel. . : Silver. Double As has Pricing. On image Product Color. . :. White. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : Yellow or. If you want to order as Rose Color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,37.35,38.73,"All products, All products > Accessories, All products > Accessories > Earrings",,,"https://www.mineralistgumus.com/buyuk-boy-tasli-halka-kupe-2402-19-O.jpg, https://www.mineralistgumus.com/buyuk-boy-tasli-halka-kupe-2403-19-O.jpg",,,,,,,,,0
100042,simple,,Cactus Green Earrings,1,0,visible,,Materiel. . : Silver. Double As has Pricing. On image Product Color. . Rose. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order as Yellow or White color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,38.73,40.25,"All products, All products > Accessories, All products > Accessories > Earrings",,,"https://www.mineralistgumus.com/yesil-kaktus-kupe-2391-19-O.jpg, https://www.mineralistgumus.com/yesil-kaktus-kupe-2392-19-O.jpg",,,,,,,,,0
100043,simple,,White Cactus Earrings,1,0,visible,,Materiel. . : Silver. On image Product Color. . Rose. Double As has Pricing. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order as Yellow or White color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,38.73,40.25,"All products, All products > Accessories, All products > Accessories > Earrings",,,"https://www.mineralistgumus.com/beyaz-kaktus-kupe-2389-19-O.jpg, https://www.mineralistgumus.com/beyaz-kaktus-kupe-2390-19-O.jpg",,,,,,,,,0
100044,simple,,Cactus Pink Earrings,1,0,visible,,Materiel. . : Silver. On image Product Color. . Rose. Double As has Pricing. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order as Yellow or White color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,38.73,40.25,"All products, All products > Accessories, All products > Accessories > Earrings",,,"https://www.mineralistgumus.com/pembe-kaktus-kupe-2387-19-O.jpg, https://www.mineralistgumus.com/pembe-kaktus-kupe-2388-19-O.jpg",,,,,,,,,0
100045,simple,,Purple Cactus Earrings,1,0,visible,,Materiel. . : Silver. On image Product Color. . Rose. Double As has Pricing. Special Note. . : Special Requirements Related to the Structure of the product and the need to manually Product Notes and Information Department. Deficit To Be In Order To Enter in touch with you in case you have created the registered phone number. Color. . : If you want to order as Yellow or White color Product Note Specify the department.,,,taxable,,1,,,0,0,,,,,1,,38.73,40.25,"All products, All products > Accessories, All products > Accessories > Earrings",,,"https://www.mineralistgumus.com/mor-kaktus-kupe-2385-19-O.jpg, https://www.mineralistgumus.com/mor-kaktus-kupe-2386-19-O.jpg",,,,,,,,,0
